Title,Owner,PageURL,AssetURL,FileName,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
cgElevation 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgelevation-2017,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/cgElevation_2017/FeatureServer/0,,,2017-12-15,,,ArcGIS GeoService,,SFHA;CRS;flooding;elevation;contours;ArcGIS;Service Definition;.sd,,,{{description}}
cgElevation 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgelevation-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgelevation-2017.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,CSV,,SFHA;CRS;flooding;elevation;contours;ArcGIS;Service Definition;.sd,,,{{description}}
cgElevation 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgelevation-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgelevation-2017.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,GeoJSON,,SFHA;CRS;flooding;elevation;contours;ArcGIS;Service Definition;.sd,,,{{description}}
cgElevation 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgelevation-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgelevation-2017.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,ZIP,,SFHA;CRS;flooding;elevation;contours;ArcGIS;Service Definition;.sd,,,{{description}}
cgElevation 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgelevation-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgelevation-2017.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,KML,,SFHA;CRS;flooding;elevation;contours;ArcGIS;Service Definition;.sd,,,{{description}}
cgProperties 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgproperties-2017,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/cgProperties_2017/FeatureServer/0,,,2017-12-15,,,ArcGIS GeoService,,SFHA;CRS;flooding;properties;ArcGIS;Service Definition;.sd,,,{{description}}
cgProperties 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgproperties-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgproperties-2017.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,CSV,,SFHA;CRS;flooding;properties;ArcGIS;Service Definition;.sd,,,{{description}}
cgProperties 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgproperties-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgproperties-2017.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,GeoJSON,,SFHA;CRS;flooding;properties;ArcGIS;Service Definition;.sd,,,{{description}}
cgProperties 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgproperties-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgproperties-2017.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,ZIP,,SFHA;CRS;flooding;properties;ArcGIS;Service Definition;.sd,,,{{description}}
cgProperties 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cgproperties-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::cgproperties-2017.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,KML,,SFHA;CRS;flooding;properties;ArcGIS;Service Definition;.sd,,,{{description}}
FloodZoneCodes 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::floodzonecodes-2017,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/FloodZoneCodes_2017/FeatureServer/0,,,2017-12-15,,,ArcGIS GeoService,,SFHA;CRS;flooding;FEMA;flood zones;ArcGIS;Service Definition;.sd,,,{{description}}
FloodZoneCodes 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::floodzonecodes-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::floodzonecodes-2017.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,CSV,,SFHA;CRS;flooding;FEMA;flood zones;ArcGIS;Service Definition;.sd,,,{{description}}
FloodZoneCodes 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::floodzonecodes-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::floodzonecodes-2017.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,GeoJSON,,SFHA;CRS;flooding;FEMA;flood zones;ArcGIS;Service Definition;.sd,,,{{description}}
FloodZoneCodes 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::floodzonecodes-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::floodzonecodes-2017.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,ZIP,,SFHA;CRS;flooding;FEMA;flood zones;ArcGIS;Service Definition;.sd,,,{{description}}
FloodZoneCodes 2017,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::floodzonecodes-2017,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::floodzonecodes-2017.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,KML,,SFHA;CRS;flooding;FEMA;flood zones;ArcGIS;Service Definition;.sd,,,{{description}}
PileFoundationReq,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::pilefoundationreq,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/PileFoundationReq/FeatureServer/0,,,2017-12-15,,,ArcGIS GeoService,,SFHA;CRS;flooding;pilings;foundation;ArcGIS;Service Definition;.sd,,,{{description}}
PileFoundationReq,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::pilefoundationreq,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::pilefoundationreq.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,CSV,,SFHA;CRS;flooding;pilings;foundation;ArcGIS;Service Definition;.sd,,,{{description}}
PileFoundationReq,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::pilefoundationreq,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::pilefoundationreq.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,GeoJSON,,SFHA;CRS;flooding;pilings;foundation;ArcGIS;Service Definition;.sd,,,{{description}}
PileFoundationReq,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::pilefoundationreq,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::pilefoundationreq.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,ZIP,,SFHA;CRS;flooding;pilings;foundation;ArcGIS;Service Definition;.sd,,,{{description}}
PileFoundationReq,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::pilefoundationreq,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::pilefoundationreq.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-15,,,KML,,SFHA;CRS;flooding;pilings;foundation;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA Land,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-land,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/2011SFHA_Land/FeatureServer/0,,,2017-12-05,,,ArcGIS GeoService,,Coral Gables;NFIP 120639;CRS;SFHA;420;land;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA Land,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-land,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-land.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,CSV,,Coral Gables;NFIP 120639;CRS;SFHA;420;land;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA Land,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-land,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-land.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,GeoJSON,,Coral Gables;NFIP 120639;CRS;SFHA;420;land;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA Land,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-land,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-land.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,ZIP,,Coral Gables;NFIP 120639;CRS;SFHA;420;land;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA Land,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-land,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-land.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,KML,,Coral Gables;NFIP 120639;CRS;SFHA;420;land;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceParkLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceparkland,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/2011SFHA_OpenSpaceParkLand/FeatureServer/0,,,2017-12-05,,,ArcGIS GeoService,,Coral Gables;NFIP 120639;CRS;SFHA;420;park;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceParkLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceparkland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceparkland.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,CSV,,Coral Gables;NFIP 120639;CRS;SFHA;420;park;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceParkLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceparkland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceparkland.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,GeoJSON,,Coral Gables;NFIP 120639;CRS;SFHA;420;park;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceParkLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceparkland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceparkland.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,ZIP,,Coral Gables;NFIP 120639;CRS;SFHA;420;park;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceParkLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceparkland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceparkland.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,KML,,Coral Gables;NFIP 120639;CRS;SFHA;420;park;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceland,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/2011SFHA_OpenSpaceLand/FeatureServer/0,,,2017-12-05,,,ArcGIS GeoService,,Coral Gables;NFIP 120639;CRS;SFHA;420;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceland.csv?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,CSV,,Coral Gables;NFIP 120639;CRS;SFHA;420;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceland.geojson?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,GeoJSON,,Coral Gables;NFIP 120639;CRS;SFHA;420;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceland.zip?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,ZIP,,Coral Gables;NFIP 120639;CRS;SFHA;420;ArcGIS;Service Definition;.sd,,,{{description}}
2011SFHA OpenSpaceLand,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::2011sfha-openspaceland,https://cg-hubdev-cggis.opendata.arcgis.com/datasets/cggis::2011sfha-openspaceland.kml?outSR=%7B%22latestWkid%22%3A2236%2C%22wkid%22%3A102658%7D,,,2017-12-05,,,KML,,Coral Gables;NFIP 120639;CRS;SFHA;420;ArcGIS;Service Definition;.sd,,,{{description}}
Sustainable Living,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/apps/cggis::sustainable-living-1,https://cggis.maps.arcgis.com/apps/webappviewer/index.html?id=af75b346e8d4485bb50c0139e4f63d59,,,2017-05-01,,,ArcGIS GeoService,,Sustainable;Parks,,,{{description}}
Charging Stations,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::charging-stations,,,,2017-01-09,,,,,Charging Stations,,,{{description}}
CRR WebMap2,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::crr-webmap2,,,,2020-04-23,,,,,response rate;tract;place;municipality;coral gables;2020 census,,,{{description}}
Coral Gables Smart City Hub,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/content/cggis::coral-gables-smart-city-hub,https://cg-hubdev-cggis.opendata.arcgis.com,,,2018-04-04,,,ArcGIS GeoService,,Hub Site;collaboration;innovation;open data,,,"DO NOT DELETE OR MODIFY THIS ITEM.<div><br /></div><div>This item is managed by the ArcGIS Hub application.</div><div><br /></div><div>To make changes to this site, please visit https://hub.arcgis.com/admin/sites/new</div><div><br /></div><div>Items and content of this hub site may change or be removed without notice.</div><div><br /></div><div>Please direct all questions about this site to the City IT Department, via email at <a href='mailto:itsd@coralgables.com' target='_blank' rel='nofollow ugc noopener noreferrer'>itsd@coralgables.com</a></div>"
Smart City Competition,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/content/cggis::smart-city-competition,https://smart-city-competition-cggis.hub.arcgis.com,,,2018-10-30,,,ArcGIS GeoService,,sustainability;livability,,,"Coral Gables, in South Florida, is applying smart city concepts to improve citizen and business services as it innovates and develops next-step processes advancing the vision of the City’s founder, George Merrick. Established in 1925, Coral Gables was one of the first ‘planned cities’ in the United States, and was built and inspired by the City Beautiful Movement. Our first initiative captures Coral Gables' collaboration with the University of Miami on a “Design your Coral Gables: Smart City Solutions Contest 2019”. This initiative provides access to data sets and a platform wherein teams can collaborate to advance their designs. The challenge invites participants to prototype technology solutions for transportation and traffic challenges facing the City that can improve quality of life for residents and visitors."
CG - Street Maintenance and Paving,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::cg-street-maintenance-and-paving,,,,2016-03-10,,,,,map;publicworks;streetmaintenance;streetpaving;paving;resurfacing;resurface;streets,,,"This is the Authoritative map used in managing Street Assessment, Maintenance, Repair, and Status.<div><br /></div><div>The supporting layer 'streets' is actually a dedicated service, Surf_Pave1, that contains 2 editable fields that can updated with the planned or completed activity for individual street segments.</div><div><br /></div><div>This map currently supports the application <a href='http://cggis.maps.arcgis.com/apps/webappviewer/index.html?id=3470884fe6984047ad5ba2db35373766' rel='nofollow ugc'>http://cggis.maps.arcgis.com/apps/webappviewer/index.html?id=3470884fe6984047ad5ba2db35373766</a>, PASER Assessment Paving Manager.</div><div><br /></div><div>It is planned to support an app that PW/Transportation can use to track paving projects and other street maintenance activity.</div>"
MetroRail Elevation V2,Gables GIS,https://cg-hubdev-cggis.opendata.arcgis.com/maps/cggis::metrorail-elevation-v2,https://services1.arcgis.com/ug7Y0GY6kYE0tf0p/arcgis/rest/services/MetroRail_Elevation_V2/FeatureServer/0,,,2017-01-18,,,ArcGIS GeoService,,gd,,,g
